0,0.0294,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0294,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,-0.0196,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,-0.0098,9.7706,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0392,0.0098,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7608,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0.0196,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0294,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7706,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0196,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0294,0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.7706,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0196,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,0.0392,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0196,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0196,9.7706,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,0.0196,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0294,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0294,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0294,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0294,0.0196,9.7608,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0196,9.8392,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0294,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0196,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,0,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.8294,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0196,9.8294,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.7804,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0.0196,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0196,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.8294,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0,9.8196,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0196,0,9.8,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0294,0.0196,9.7804,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0.0196,9.8,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0098,9.8,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,-0.0098,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0.0196,9.8196,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0.0196,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0196,-0.0098,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,-0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,-0.0098,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7804,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8392,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0294,0,9.8294,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,-0.0098,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0.0294,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0196,0.0196,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0294,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0098,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.8392,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0098,9.7804,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0196,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0.0196,9.7706,0.000,0.000,0.000,0.033,-0.005,-110.385	
-0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0.0196,9.8098,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0196,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8,0.000,0.000,0.000,0.033,-0.011,-110.385	
0,0.0392,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0098,0.0098,9.8098,0.000,0.000,0.000,0.033,-0.011,-110.385	
0.0098,0,9.8196,0.000,0.000,0.000,0.033,-0.011,-110.385	
-0.0196,0.0196,9.7804,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0,9.7804,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0,9.8392,0.000,0.000,0.000,0.033,-0.005,-110.385	
0.0098,0.0098,9.7608,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0098,9.7902,0.000,0.000,0.000,0.033,-0.005,-110.385	
0,0.0098,9.8196,0.000,0.000,0.000,0.033,-0.005,-110.385	
